OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status,Age,City,SignupDate,CustomerSegment,PaymentID,PaymentDate,PaymentStatus,ProductName,Category,UnitPrice
514372,108846,2025-02-04,2008,4.0,0.15,Gateway,Completed,47.0,,2025-09-27,VIP,814372,2025-02-04,Paid,Phone Case,Accessories,14.0
514373,100916,2025-04-04,2011,1.0,0.0,Gateway,Returned,40.0,Shiraz,2024-01-14,Regular,814373,2025-04-04,Paid,Desk Lamp,Home Office,32.0
514374,101434,2025-11-16,2002,1.0,0.05,Wallet,Completed,44.0,Rasht,2023-04-20,New,814374,2025-11-16,Paid,Mechanical Keyboard,Electronics,62.0
514375,105779,2024-05-21,2018,4.0,0.3,Cash,Completed,51.0,Karaj,2023-01-07,Regular,814375,2024-05-21,Paid,Microphone,Electronics,85.0
514376,108210,2024-08-17,2002,3.0,0.15,Gateway,Completed,61.0,Rasht,2023-03-12,Regular,814376,2024-08-17,Paid,Mechanical Keyboard,Electronics,62.0
514377,106454,2026-04-11,2002,1.0,0.05,CardToCard,Completed,50.0,Tehran,2023-02-26,New,814377,2026-04-11,Paid,Mechanical Keyboard,Electronics,62.0
514378,106916,2026-04-12,2011,4.0,0.0,CardToCard,Completed,61.0,Qom,2023-12-03,Regular,814378,2026-04-12,Paid,Desk Lamp,Home Office,32.0
514379,109284,2025-11-29,2005,2.0,0.2,CardToCard,Completed,18.0,Karaj,2024-05-03,Regular,814379,2025-11-29,Paid,Laptop Stand,Accessories,28.0
514380,104695,2024-05-25,2008,4.0,0.1,CardToCard,Completed,51.0,Shiraz,2024-06-10,Regular,814380,2024-05-25,Paid,Phone Case,Accessories,14.0
514381,102875,2025-05-29,2008,3.0,0.05,Wallet,Completed,36.0,Shiraz,2024-01-22,New,814381,2025-05-29,Paid,Phone Case,Accessories,14.0
514382,105246,2025-01-20,2008,3.0,0.05,Wallet,Completed,28.0,Qom,2025-06-11,Regular,814382,2025-01-20,Paid,Phone Case,Accessories,14.0
514383,108245,2024-03-10,2001,1.0,0.2,CardToCard,Completed,46.0,Mashhad,2023-10-14,Regular,814383,2024-03-10,Paid,Wireless Mouse,Electronics,18.0
514384,105802,2024-03-06,2001,1.0,0.1,CardToCard,Completed,36.0,Tehran,2024-06-22,Regular,814384,2024-03-06,Paid,Wireless Mouse,Electronics,18.0
514385,109651,2026-01-10,2008,4.0,0.3,Wallet,Completed,,Shiraz,2023-07-11,Regular,814385,2026-01-10,Paid,Phone Case,Accessories,14.0
514386,103044,2024-03-19,2013,1.0,0.1,Gateway,Completed,43.0,Isfahan,2023-06-27,Regular,814386,2024-03-19,Refunded,Notebook,Stationery,7.0
514387,106607,2024-08-22,2013,1.0,0.15,Wallet,Completed,59.0,Tabriz,2024-12-03,New,814387,2024-08-22,Paid,Notebook,Stationery,7.0
514388,107971,2024-05-10,2008,1.0,0.0,CardToCard,Cancelled,28.0,Tehran,2025-11-30,New,814388,2024-05-10,Paid,Phone Case,Accessories,14.0
514389,104931,2025-05-11,2008,1.0,0.0,Gateway,Completed,18.0,Tehran,2025-09-12,VIP,814389,2025-05-11,Paid,Phone Case,Accessories,14.0
514390,101678,2025-10-18,2009,2.0,0.0,Gateway,Completed,38.0,Rasht,2025-11-04,New,814390,2025-10-18,Paid,Smart Watch,Wearables,120.0
514391,109169,2024-08-17,2020,3.0,0.0,CardToCard,Cancelled,50.0,Shiraz,2024-06-29,Regular,814391,2024-08-17,Paid,Gaming Controller,Gaming,68.0
514392,101666,2025-11-06,2008,2.0,0.0,Wallet,Completed,37.0,Karaj,2025-10-21,New,814392,2025-11-06,Paid,Phone Case,Accessories,14.0
514393,105332,2024-05-31,2017,1.0,0.0,CardToCard,Completed,56.0,Ahvaz,2023-09-02,Regular,814393,2024-05-31,Paid,HDMI Cable,Accessories,11.0
514394,106176,2024-11-04,2020,2.0,0.2,CardToCard,Completed,39.0,Isfahan,2025-08-27,New,814394,2024-11-04,Paid,Gaming Controller,Gaming,68.0
514395,102065,2024-07-28,2005,1.0,0.15,Wallet,Completed,46.0,Mashhad,2025-09-19,Regular,814395,2024-07-28,Paid,Laptop Stand,Accessories,28.0
514396,103204,2025-01-27,2007,1.0,0.05,CardToCard,Completed,24.0,Shiraz,2023-09-18,Regular,814396,2025-01-27,Paid,Headphones,Electronics,75.0
514397,106229,2026-06-06,2014,1.0,0.0,Wallet,Completed,18.0,Tabriz,2023-04-22,New,814397,2026-06-06,Paid,Backpack,Accessories,42.0
514398,100140,2025-09-28,2013,1.0,0.0,,Completed,38.0,Ahvaz,2024-05-11,Regular,814398,2025-09-28,Paid,Notebook,Stationery,7.0
514399,107607,2024-06-26,2004,2.0,0.0,Gateway,Completed,42.0,Tabriz,2025-11-08,New,814399,2024-06-26,Paid,Power Bank,Electronics,35.0
514400,106428,2026-05-19,2013,3.0,0.1,Gateway,Completed,46.0,Tehran,2023-09-10,New,814400,2026-05-19,Paid,Notebook,Stationery,7.0
514401,107485,2025-08-11,2008,2.0,0.0,CardToCard,Returned,19.0,Shiraz,2025-05-11,New,814401,2025-08-11,Paid,Phone Case,Accessories,14.0
514402,108053,2025-01-27,2017,4.0,0.1,Gateway,Completed,38.0,Tehran,2025-08-29,New,814402,2025-01-27,Paid,HDMI Cable,Accessories,11.0
514403,107938,2026-03-16,2020,4.0,0.1,CardToCard,Completed,38.0,,2024-08-01,Regular,814403,2026-03-16,Refunded,Gaming Controller,Gaming,68.0
514404,106647,2025-10-21,2003,1.0,0.0,Gateway,Completed,24.0,Shiraz,2024-10-27,New,814404,2025-10-21,Paid,USB-C Cable,Accessories,9.0
514405,104425,2025-09-21,2003,1.0,0.05,Wallet,Completed,33.0,Tabriz,2024-09-02,New,814405,2025-09-21,Paid,USB-C Cable,Accessories,9.0
514406,104743,2024-06-22,2007,1.0,0.0,Gateway,Completed,38.0,Shiraz,2023-08-23,Regular,814406,2024-06-22,Paid,Headphones,Electronics,75.0
514407,107124,2024-04-20,2017,2.0,0.1,Gateway,Completed,42.0,Rasht,2025-03-13,New,814407,2024-04-20,Paid,HDMI Cable,Accessories,11.0
514408,106909,2026-01-17,2020,3.0,0.1,Gateway,Completed,25.0,Mashhad,2025-06-22,VIP,814408,2026-01-17,Paid,Gaming Controller,Gaming,68.0
514409,100885,2025-08-10,2013,1.0,0.0,Cash,Completed,57.0,Isfahan,2023-05-18,Regular,814409,2025-08-10,Paid,Notebook,Stationery,7.0
514410,104400,2025-12-07,2017,1.0,0.2,CardToCard,Completed,49.0,Tabriz,2025-09-19,Regular,814410,2025-12-07,Paid,HDMI Cable,Accessories,11.0
514411,107470,2025-10-23,2007,3.0,0.0,Gateway,Completed,26.0,Tehran,2025-10-08,Regular,814411,2025-10-23,Paid,Headphones,Electronics,75.0
514412,106436,2026-02-27,2005,3.0,0.0,Wallet,Completed,18.0,Shiraz,2023-06-29,New,814412,2026-02-27,Paid,Laptop Stand,Accessories,28.0
514413,100528,2024-11-20,2003,4.0,0.15,Gateway,Completed,24.0,Tehran,2023-10-13,New,814413,2024-11-20,Paid,USB-C Cable,Accessories,9.0
514414,104170,2024-10-29,2003,2.0,0.3,Gateway,Completed,50.0,Mashhad,2025-09-03,Regular,814414,2024-10-29,Paid,USB-C Cable,Accessories,9.0
514415,108257,2024-07-23,2007,4.0,0.05,CardToCard,Completed,44.0,Isfahan,2024-11-24,Regular,814415,2024-07-23,Failed,Headphones,Electronics,75.0
514416,107310,2024-04-01,2002,1.0,0.2,CardToCard,Completed,33.0,Mashhad,2025-08-23,New,814416,2024-04-01,Paid,Mechanical Keyboard,Electronics,62.0
514417,101117,2025-02-21,2003,1.0,0.1,Wallet,Completed,65.0,Mashhad,2023-08-10,Regular,814417,2025-02-21,Paid,USB-C Cable,Accessories,9.0
514418,109550,2025-03-06,2017,2.0,0.1,Cash,Completed,18.0,Tehran,2023-01-12,Regular,814418,2025-03-06,Paid,HDMI Cable,Accessories,11.0
514419,101995,2024-04-08,2013,1.0,0.3,Wallet,Completed,54.0,Qom,2025-10-25,VIP,814419,2024-04-08,Failed,Notebook,Stationery,7.0
514420,107463,2025-06-05,2004,1.0,0.1,Wallet,Completed,28.0,Tehran,2023-04-07,New,814420,2025-06-05,Paid,Power Bank,Electronics,35.0
514421,108517,2024-11-09,2002,1.0,0.0,Wallet,Completed,42.0,Mashhad,2024-12-08,VIP,814421,2024-11-09,Paid,Mechanical Keyboard,Electronics,62.0
514422,105964,2025-01-29,2007,1.0,0.0,Gateway,Completed,31.0,Karaj,2024-08-23,New,814422,2025-01-29,Paid,Headphones,Electronics,75.0
514423,100942,2025-03-16,2003,3.0,0.0,Cash,Completed,37.0,Shiraz,2023-09-02,Regular,814423,2025-03-16,Paid,USB-C Cable,Accessories,9.0
514424,101460,2024-09-25,2001,3.0,0.0,Cash,Completed,42.0,Karaj,2025-12-22,New,814424,2024-09-25,Paid,Wireless Mouse,Electronics,18.0
514425,101941,2025-08-15,2015,5.0,0.1,Gateway,Completed,25.0,Karaj,2024-07-05,Regular,814425,2025-08-15,Paid,Bluetooth Speaker,Electronics,58.0
514426,100903,2025-03-16,2018,4.0,0.05,CardToCard,Completed,28.0,Tehran,2024-08-30,New,814426,2025-03-16,Failed,Microphone,Electronics,85.0
514427,100241,2025-01-16,2009,1.0,0.0,Gateway,Completed,24.0,Tehran,2023-12-20,Regular,814427,2025-01-16,Paid,Smart Watch,Wearables,120.0
514428,100170,2024-12-20,2017,1.0,0.05,Cash,Completed,19.0,Mashhad,2023-12-15,Regular,814428,2024-12-20,Paid,HDMI Cable,Accessories,11.0
514429,104727,2024-01-21,2008,1.0,0.05,Cash,Cancelled,22.0,Tehran,2025-11-14,New,814429,2024-01-21,Paid,Phone Case,Accessories,14.0
514430,104933,2025-10-28,2019,1.0,0.0,CardToCard,Completed,61.0,Isfahan,2024-08-27,New,814430,2025-10-28,Refunded,Tablet,Electronics,260.0
514431,103533,2026-05-19,2015,1.0,0.0,,Completed,20.0,Tehran,2023-04-07,Regular,814431,2026-05-19,Paid,Bluetooth Speaker,Electronics,58.0
514432,102716,2024-04-23,2016,2.0,0.1,CardToCard,Completed,40.0,Tehran,2024-01-09,Regular,814432,2024-04-23,Paid,Monitor,Electronics,21.0
514433,101549,2024-09-07,2003,1.0,0.0,CardToCard,Completed,41.0,tehran,2024-05-15,Regular,814433,2024-09-07,Refunded,USB-C Cable,Accessories,9.0
514434,101697,2026-01-01,2013,3.0,0.0,Cash,Completed,40.0,Mashhad,2023-01-27,New,814434,2026-01-01,Paid,Notebook,Stationery,7.0
514435,104575,2025-09-04,2020,5.0,0.0,Gateway,Completed,52.0,Tehran,2024-11-26,New,814435,2025-09-04,Paid,Gaming Controller,Gaming,68.0
514436,102586,2024-09-27,2017,4.0,0.15,Wallet,Completed,44.0,Mashhad,2023-10-23,Regular,814436,2024-09-27,Paid,HDMI Cable,Accessories,11.0
514437,105340,2025-07-15,2018,1.0,0.05,CardToCard,Completed,40.0,Karaj,2024-12-28,Regular,814437,2025-07-15,Paid,Microphone,Electronics,85.0
514438,109651,2026-03-17,2020,3.0,0.1,CardToCard,Completed,,Shiraz,2023-07-11,Regular,814438,2026-03-17,Paid,Gaming Controller,Gaming,68.0
514439,109773,2024-07-08,2008,3.0,0.15,Gateway,Completed,57.0,Isfahan,2025-08-16,New,814439,2024-07-08,Paid,Phone Case,Accessories,14.0
514440,102217,2025-08-10,2003,1.0,0.0,Gateway,Completed,39.0,Karaj,2024-10-03,Regular,814440,2025-08-10,Paid,USB-C Cable,Accessories,9.0
514441,104630,2025-12-02,2004,2.0,0.0,Gateway,Completed,34.0,Tabriz,2024-07-09,New,814441,2025-12-02,Paid,Power Bank,Electronics,35.0
514442,105282,2024-03-23,2010,2.0,0.2,Gateway,Completed,52.0,Ahvaz,2025-03-30,VIP,814442,2024-03-23,Paid,Fitness Band,Wearables,55.0
514443,102856,2026-04-08,2014,3.0,0.1,Cash,Completed,21.0,Qom,2023-05-17,Regular,814443,2026-04-08,Paid,Backpack,Accessories,42.0
514444,109809,2026-05-10,2007,1.0,0.05,Wallet,Cancelled,24.0,Shiraz,2025-04-17,New,814444,2026-05-10,Paid,Headphones,Electronics,75.0
514445,102080,2025-09-25,2004,2.0,0.05,Gateway,Completed,24.0,Kerman,2023-03-25,Regular,814445,2025-09-25,Paid,Power Bank,Electronics,35.0
514446,101354,2025-03-21,2001,1.0,0.0,Wallet,Completed,61.0,Isfahan,2025-06-06,Regular,814446,2025-03-21,Paid,Wireless Mouse,Electronics,18.0
514447,101347,2025-06-05,2006,2.0,0.2,Gateway,Completed,59.0,Mashad,2023-11-02,Regular,814447,2025-06-05,Paid,Webcam,Electronics,48.0
514448,102419,2025-07-14,2004,1.0,0.3,Gateway,Completed,31.0,Isfahan,2024-04-12,New,814448,2025-07-14,Paid,Power Bank,Electronics,35.0
514449,100081,2024-05-13,2018,2.0,0.1,Gateway,Completed,63.0,Tehran,2025-05-24,Regular,814449,2024-05-13,Paid,Microphone,Electronics,85.0
514450,105906,2024-09-11,2017,2.0,0.0,Gateway,Completed,25.0,Tehran,2023-04-08,Regular,814450,2024-09-11,Paid,HDMI Cable,Accessories,11.0
514451,109372,2024-03-28,2005,3.0,0.3,Gateway,Completed,34.0,Mashhad,2023-03-15,Regular,814451,2024-03-28,Paid,Laptop Stand,Accessories,28.0
514452,107265,2024-11-16,2007,1.0,0.0,Wallet,Completed,42.0,Karaj,2023-02-20,Regular,814452,2024-11-16,Paid,Headphones,Electronics,75.0
514453,107569,2025-10-05,2005,2.0,0.05,Wallet,Completed,35.0,Kerman,2025-07-12,New,814453,2025-10-05,Paid,Laptop Stand,Accessories,28.0
514454,108533,2026-02-05,2006,1.0,0.1,Gateway,Completed,,,2023-01-14,New,814454,2026-02-05,Paid,Webcam,Electronics,48.0
514455,105665,2024-11-16,2007,1.0,0.1,Gateway,Completed,44.0,Tehran,2023-12-14,VIP,814455,2024-11-16,Paid,Headphones,Electronics,75.0
514456,106611,2025-06-16,2004,1.0,0.0,CardToCard,Completed,34.0,Tehran,2025-05-01,New,814456,2025-06-16,Paid,Power Bank,Electronics,35.0
514457,107852,2025-05-29,2001,3.0,0.2,Wallet,Completed,44.0,Kerman,2023-08-03,Regular,814457,2025-05-29,Paid,Wireless Mouse,Electronics,18.0
514458,100277,2025-02-12,2014,2.0,0.0,Cash,Completed,40.0,Shiraz,2023-01-09,New,814458,2025-02-12,Paid,Backpack,Accessories,42.0
514459,102911,2025-08-22,2004,2.0,0.05,CardToCard,Completed,23.0,Kerman,2025-07-19,Regular,814459,2025-08-22,Paid,Power Bank,Electronics,35.0
514460,102161,2024-05-10,2017,4.0,0.0,Wallet,Completed,56.0,Shiraz,2025-09-17,New,814460,2024-05-10,Paid,HDMI Cable,Accessories,11.0
514461,105860,2024-03-05,2018,5.0,0.1,Gateway,Completed,51.0,,2025-04-14,Regular,814461,2024-03-05,Paid,Microphone,Electronics,85.0
514462,105482,2024-10-27,2011,1.0,0.0,Gateway,Completed,22.0,Tehran,2023-07-16,New,814462,2024-10-27,Paid,Desk Lamp,Home Office,32.0
514463,101768,2026-05-23,2010,3.0,0.1,Wallet,Completed,40.0,Isfahan,2025-06-21,New,814463,2026-05-23,Paid,Fitness Band,Wearables,55.0
514464,101239,2026-05-02,2004,1.0,0.15,Gateway,Completed,32.0,Ahvaz,2025-08-16,Regular,814464,2026-05-02,Paid,Power Bank,Electronics,35.0
514465,108431,2025-06-30,2008,4.0,0.3,CardToCard,Completed,22.0,Kerman,2023-02-27,New,814465,2025-06-30,Refunded,Phone Case,Accessories,14.0
514466,101350,2025-05-15,2008,2.0,0.1,Gateway,Returned,46.0,Karaj,2023-07-04,New,814466,2025-05-15,Paid,Phone Case,Accessories,14.0
514467,108148,2025-07-01,2015,1.0,0.0,CardToCard,Completed,26.0,Tehran,2025-12-27,Regular,814467,2025-07-01,Paid,Bluetooth Speaker,Electronics,58.0
514468,108125,2025-01-05,2007,2.0,0.15,Gateway,Completed,54.0,Rasht,2023-05-29,New,814468,2025-01-05,Paid,Headphones,Electronics,75.0
514469,108254,2024-09-06,2006,2.0,0.3,Gateway,Returned,42.0,Tehran,2023-06-01,New,814469,2024-09-06,Failed,Webcam,Electronics,48.0
514470,107527,2024-01-05,2020,3.0,0.2,Gateway,Completed,33.0,Karaj,2023-01-02,Regular,814470,2024-01-05,Paid,Gaming Controller,Gaming,68.0
514471,108008,2024-01-17,2010,3.0,0.0,Wallet,Completed,29.0,Isfahan,2023-11-05,Regular,814471,2024-01-17,Paid,Fitness Band,Wearables,55.0
514472,102010,2026-05-26,2013,3.0,0.3,Gateway,Completed,48.0,Shiraz,2023-04-22,Regular,814472,2026-05-26,Paid,Notebook,Stationery,7.0
514473,103502,2025-10-05,2013,1.0,0.15,Wallet,Completed,48.0,Karaj,2023-08-05,Regular,814473,2025-10-05,Paid,Notebook,Stationery,7.0
514474,104933,2025-08-19,2013,3.0,0.05,Gateway,Completed,61.0,Isfahan,2024-08-27,New,814474,2025-08-19,Paid,Notebook,Stationery,7.0
514475,108843,2025-12-30,2010,2.0,0.1,CardToCard,Completed,48.0,Karaj,2024-12-17,New,814475,2025-12-30,Paid,Fitness Band,Wearables,55.0
514476,109792,2025-06-08,2004,1.0,0.2,Wallet,Completed,41.0,Karaj,2025-07-01,New,814476,2025-06-08,Paid,Power Bank,Electronics,35.0
514477,103718,2025-07-30,2005,2.0,0.0,Gateway,Completed,30.0,Tehran,2023-01-27,Regular,814477,2025-07-30,Paid,Laptop Stand,Accessories,28.0
514478,105914,2025-11-13,2017,1.0,0.0,Gateway,Completed,25.0,Tabriz,2025-01-04,Regular,814478,2025-11-13,Paid,HDMI Cable,Accessories,11.0
514479,109489,2024-04-18,2013,4.0,0.15,Gateway,Completed,44.0,Mashhad,2024-08-28,Regular,814479,2024-04-18,Paid,Notebook,Stationery,7.0
514480,107238,2024-06-11,2014,2.0,0.1,Gateway,Completed,33.0,Tehran,2024-07-29,New,814480,2024-06-11,Paid,Backpack,Accessories,42.0
514481,104908,2025-04-25,2018,1.0,0.15,Gateway,Completed,55.0,Qom,2023-03-08,Regular,814481,2025-04-25,Paid,Microphone,Electronics,85.0
514482,106542,2024-03-24,2004,1.0,0.05,Wallet,Completed,64.0,Tehran,2023-03-26,Regular,814482,2024-03-24,Paid,Power Bank,Electronics,35.0
514483,109093,2025-07-23,2020,2.0,0.1,Gateway,Completed,51.0,Rasht,2024-05-10,New,814483,2025-07-23,Paid,Gaming Controller,Gaming,68.0
514484,104193,2025-12-20,2005,1.0,0.15,CardToCard,Completed,,Shiraz,2025-05-22,New,814484,2025-12-20,Paid,Laptop Stand,Accessories,28.0
514485,106658,2025-12-24,2004,1.0,0.0,Gateway,Completed,42.0,Tabriz,2023-11-01,VIP,814485,2025-12-24,Paid,Power Bank,Electronics,35.0
514486,108172,2024-10-06,2003,1.0,0.05,Gateway,Completed,62.0,Tehran,2024-01-17,Regular,814486,2024-10-06,Paid,USB-C Cable,Accessories,9.0
514487,104648,2024-06-24,2013,1.0,0.0,CardToCard,Completed,21.0,Isfahan,2023-04-25,Regular,814487,2024-06-24,Paid,Notebook,Stationery,7.0
514488,100783,2026-05-09,2011,2.0,0.05,Wallet,Completed,23.0,Isfahan,2023-10-18,VIP,814488,2026-05-09,Paid,Desk Lamp,Home Office,32.0
514489,100867,2026-03-11,2019,1.0,0.0,CardToCard,Completed,57.0,Qom,2025-03-02,New,814489,2026-03-11,Paid,Tablet,Electronics,260.0
514490,106061,2024-09-27,2004,3.0,0.0,Gateway,Completed,40.0,Isfahan,2025-03-28,Regular,814490,2024-09-27,Paid,Power Bank,Electronics,35.0
514491,100363,2026-02-16,2006,1.0,0.05,Gateway,Completed,28.0,Tehran,2023-06-17,VIP,814491,2026-02-16,Paid,Webcam,Electronics,48.0
514492,104118,2026-01-31,2003,3.0,0.15,Cash,Completed,24.0,Shiraz,2024-03-17,Regular,814492,2026-01-31,Paid,USB-C Cable,Accessories,9.0
514493,100243,2024-10-19,2007,2.0,0.05,Gateway,Completed,22.0,Mashhad,2023-05-21,New,814493,2024-10-19,Paid,Headphones,Electronics,75.0
514494,108755,2024-11-09,2007,2.0,0.05,Gateway,Completed,,Mashhad,2025-11-20,Regular,814494,2024-11-09,Paid,Headphones,Electronics,75.0
514495,108172,2026-04-05,2001,1.0,0.1,CardToCard,Completed,62.0,Tehran,2024-01-17,Regular,814495,2026-04-05,Paid,Wireless Mouse,Electronics,18.0
514496,106193,2025-10-03,2005,1.0,0.0,Gateway,Completed,30.0,Tabriz,2025-03-24,Regular,814496,2025-10-03,Paid,Laptop Stand,Accessories,28.0
514497,108860,2025-06-17,2017,1.0,0.1,Wallet,Completed,19.0,Ahvaz,2025-12-04,Regular,814497,2025-06-17,Paid,HDMI Cable,Accessories,11.0
514498,102721,2026-05-02,2003,5.0,0.0,Gateway,Completed,48.0,Tehran,2024-08-19,Regular,814498,2026-05-02,Paid,USB-C Cable,Accessories,9.0
514499,109312,2026-01-17,2014,4.0,0.15,Gateway,Cancelled,59.0,Tehran,2025-01-09,New,814499,2026-01-17,Paid,Backpack,Accessories,42.0
514500,107633,2024-03-05,2003,1.0,0.1,Gateway,Completed,65.0,Kerman,2025-08-11,Regular,814500,2024-03-05,Refunded,USB-C Cable,Accessories,9.0
514501,108936,2025-03-07,2013,1.0,0.1,Cash,Completed,49.0,Isfahan,2025-11-24,Regular,814501,2025-03-07,Paid,Notebook,Stationery,7.0
514502,103953,2026-02-18,2003,1.0,0.05,CardToCard,Completed,52.0,Mashhad,2025-12-22,Regular,814502,2026-02-18,Paid,USB-C Cable,Accessories,9.0
514503,102457,2024-04-06,2013,4.0,0.0,Gateway,Completed,58.0,Karaj,2024-07-19,New,814503,2024-04-06,Paid,Notebook,Stationery,7.0
514504,107770,2024-03-03,2004,2.0,0.15,Gateway,Completed,64.0,Tehran,2024-01-19,New,814504,2024-03-03,Paid,Power Bank,Electronics,35.0
514505,104709,2026-01-12,2001,3.0,0.0,CardToCard,Completed,54.0,Qom,2025-09-18,Regular,814505,2026-01-12,Paid,Wireless Mouse,Electronics,18.0
514506,101134,2025-11-02,2008,1.0,0.05,CardToCard,Completed,54.0,Tehran,2025-02-28,Regular,814506,2025-11-02,Paid,Phone Case,Accessories,14.0
514507,109894,2024-05-24,2003,2.0,0.0,Gateway,Completed,46.0,Ahvaz,2025-01-06,Regular,814507,2024-05-24,Paid,USB-C Cable,Accessories,9.0
514508,103660,2024-06-05,2002,1.0,0.0,Gateway,Completed,41.0,Isfahan,2024-12-14,Regular,814508,2024-06-05,Paid,Mechanical Keyboard,Electronics,62.0
514509,101954,2025-12-20,2013,3.0,0.1,Gateway,Completed,40.0,Tabriz,2024-05-28,New,814509,2025-12-20,Failed,Notebook,Stationery,7.0
514510,105683,2024-06-29,2011,1.0,0.1,Gateway,Completed,36.0,Qom,2023-02-26,Regular,814510,2024-06-29,Paid,Desk Lamp,Home Office,32.0
514511,104686,2024-05-04,2014,1.0,0.0,CardToCard,Completed,52.0,Tehran,2023-09-08,Regular,814511,2024-05-04,Paid,Backpack,Accessories,42.0
514512,101255,2026-03-05,2002,1.0,0.05,Gateway,Completed,49.0,Rasht,2025-04-30,Regular,814512,2026-03-05,Paid,Mechanical Keyboard,Electronics,62.0
514513,104210,2025-11-26,2004,1.0,0.1,CardToCard,Completed,47.0,Karaj,2023-03-19,New,814513,2025-11-26,Paid,Power Bank,Electronics,35.0
514514,105042,2024-12-14,2012,1.0,0.0,CardToCard,Completed,25.0,Isfahan,2024-05-21,New,814514,2024-12-14,Paid,Office Chair,Home Office,180.0
514515,103563,2025-06-24,2016,2.0,0.0,CardToCard,Completed,38.0,Ahvaz,2023-04-11,Regular,814515,2025-06-24,Paid,Monitor,Electronics,21.0
514516,108815,2025-01-06,2008,5.0,0.15,Wallet,Completed,40.0,Shiraz,2025-06-26,Regular,814516,2025-01-06,Paid,Phone Case,Accessories,14.0
514517,106261,2024-08-25,2008,3.0,0.05,Gateway,Completed,23.0,Shiraz,2024-05-30,Regular,814517,2024-08-25,Paid,Phone Case,Accessories,14.0
514518,100640,2026-06-14,2006,2.0,0.0,Wallet,Completed,63.0,Shiraz,2023-04-15,Regular,814518,2026-06-14,Paid,Webcam,Electronics,48.0
514519,105432,2025-04-16,2014,2.0,0.15,Gateway,Completed,28.0,tehran,2025-01-08,New,814519,2025-04-16,Paid,Backpack,Accessories,42.0
514520,104372,2025-07-04,2002,2.0,0.0,Gateway,Completed,26.0,Tehran,2024-08-23,New,814520,2025-07-04,Paid,Mechanical Keyboard,Electronics,62.0
514521,109109,2024-12-18,2017,1.0,0.0,Cash,Completed,34.0,Mashhad,2023-07-12,New,814521,2024-12-18,Paid,HDMI Cable,Accessories,11.0
514522,107938,2025-03-08,2017,1.0,0.05,Gateway,Completed,38.0,,2024-08-01,Regular,814522,2025-03-08,Paid,HDMI Cable,Accessories,11.0
514523,103355,2024-09-05,2005,2.0,0.0,Wallet,Completed,64.0,Shiraz,2025-06-28,Regular,814523,2024-09-05,Paid,Laptop Stand,Accessories,28.0
514524,101187,2025-01-05,2014,1.0,0.1,CardToCard,Completed,24.0,Karaj,2023-12-02,Regular,814524,2025-01-05,Paid,Backpack,Accessories,42.0
514525,106640,2025-06-26,2008,2.0,0.3,Wallet,Completed,32.0,Kerman,2023-01-08,Regular,814525,2025-06-26,Paid,Phone Case,Accessories,14.0
514526,100512,2025-12-02,2007,1.0,0.2,Gateway,Completed,53.0,Shiraz,2023-03-19,New,814526,2025-12-02,Paid,Headphones,Electronics,75.0
514527,102219,2025-11-24,2003,2.0,0.1,CardToCard,Cancelled,31.0,Tehran,2025-03-20,New,814527,2025-11-24,Paid,USB-C Cable,Accessories,9.0
514528,104837,2024-01-11,2020,2.0,0.0,CardToCard,Completed,24.0,Tehran,2024-03-28,New,814528,2024-01-11,Paid,Gaming Controller,Gaming,68.0
514529,109181,2025-04-07,2014,1.0,0.1,Gateway,Completed,58.0,Isfahan,2024-01-23,New,814529,2025-04-07,Paid,Backpack,Accessories,42.0
514530,109458,2024-11-18,2017,3.0,0.05,Gateway,Completed,47.0,Tehran,2023-01-27,VIP,814530,2024-11-18,Paid,HDMI Cable,Accessories,11.0
514531,100768,2025-06-08,2010,3.0,0.05,Gateway,Completed,41.0,Tabriz,2025-06-28,New,814531,2025-06-08,Paid,Fitness Band,Wearables,55.0
514532,106576,2026-01-31,2010,4.0,0.05,Gateway,Completed,38.0,Tehran,2025-06-21,Regular,814532,2026-01-31,Paid,Fitness Band,Wearables,55.0
514533,103920,2025-10-31,2017,1.0,0.2,Gateway,Completed,47.0,Karaj,2023-07-09,Regular,814533,2025-10-31,Paid,HDMI Cable,Accessories,11.0
514534,108601,2024-10-12,2008,1.0,0.0,CardToCard,Completed,57.0,Tabriz,2024-07-04,New,814534,2024-10-12,Paid,Phone Case,Accessories,14.0
514535,108865,2025-09-30,2020,3.0,0.05,Wallet,Completed,56.0,Tehran,2024-08-03,Regular,814535,2025-09-30,Paid,Gaming Controller,Gaming,68.0
514536,109388,2024-03-28,2013,2.0,0.1,Gateway,Completed,59.0,Mashhad,2024-07-04,New,814536,2024-03-28,Paid,Notebook,Stationery,7.0
514537,107227,2024-04-20,2010,5.0,0.3,Wallet,Completed,18.0,Tehran,2025-02-17,New,814537,2024-04-20,Refunded,Fitness Band,Wearables,55.0
514538,105127,2024-07-13,2017,1.0,0.0,Cash,Completed,29.0,Tehran,2024-08-06,New,814538,2024-07-13,Paid,HDMI Cable,Accessories,11.0
514539,100974,2024-12-11,2004,1.0,0.2,Gateway,Completed,40.0,Kerman,2023-05-10,Regular,814539,2024-12-11,Paid,Power Bank,Electronics,35.0
